,materia_aprobada,nota_final_materia,periodo,integrador,primer_parcial,recuperatorio_primer_parcial,recuperatorio_segundo_parcial,segundo_parcial,evaluacion_diagnostica,api1,api1_score,api1_time_to_submit[days],api2,api2_score,api2_time_to_submit[days],api3,api3_score,api3_time_to_submit[days],api4,api4_score,api4_time_to_submit[days],ed3,ed3_score,ed3_time_to_submit[days],ed4,ed4_score,ed4_time_to_submit[days],otros_trabajos,otros_trabajos_score,tp1,tp1_score,tp1_time_to_submit[days],tp2,tp2_score,tp2_time_to_submit[days],tp3,tp3_score,tp3_time_to_submit[days],tp4,tp4_score,tp4_time_to_submit[days],basic_lti_launch_submits,discussion_topic_submits,external_tool_submits,media_recording_submits,online_quiz_submits,online_text_entry_submits,online_upload_submits
c6075a5e-f132-409b-aaa8-294554583993/9b3327e1-5b22-4d36-9b59-7bf02b2f9814,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,43.4,1,100.0,43.4,1,71.4,56.6,1,86.7,56.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,61.6,1,90.0,61.6,1,70.0,77.6,1,80.0,81.3,0,0,4,0,4,0,0
c6075a5e-f132-409b-aaa8-294554583993/daa6e27c-abb4-4d21-9109-fc0de59a750b,1,7.0,1-2022,-1,7,-1,-1,6,37,1,100.0,32.8,1,100.0,32.9,1,100.0,32.9,1,88.2,52.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,76.67,52.8,1,65.0,52.8,1,70.0,75.4,1,55.0,75.7,0,0,4,0,5,0,0
c61c372d-9f69-4f7c-a092-0173133dd7c0/2a867880-8ae8-4b38-b296-64beb70f0ffb,1,7.0,1-2022,-1,7,-1,-1,6,62,1,75.0,39.1,1,78.9,41.0,1,72.2,70.9,1,72.2,77.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,39.1,1,90.0,41.0,1,65.0,70.9,1,85.0,77.0,0,0,4,0,5,0,0
c61c372d-9f69-4f7c-a092-0173133dd7c0/41fc218f-a64e-4633-9efd-62ad28943f04,1,8.0,1-2022,-1,8,-1,-1,7,50,1,83.3,24.5,1,75.0,25.9,1,84.6,60.5,1,60.0,68.6,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,68.33,24.9,1,70.83,25.9,1,65.0,60.5,1,78.33,68.6,0,0,4,0,5,0,0
c61c372d-9f69-4f7c-a092-0173133dd7c0/74991917-6eec-427c-8ced-54fd28363178,1,7.0,1-2022,-1,6,-1,-1,7,75,1,87.5,8.2,1,100.0,38.0,1,68.8,41.8,1,100.0,27.8,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,83.33,33.2,1,87.5,37.9,1,91.67,41.8,1,85.0,52.8,0,0,4,0,5,0,0
c61c372d-9f69-4f7c-a092-0173133dd7c0/fe9fd152-10fd-4a7b-aadf-66219fbae0f1,1,8.0,1-2022,-1,7,-1,-1,8,87,1,75.0,37.4,1,100.0,50.4,1,61.5,53.1,1,69.2,65.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,37.4,1,90.83,50.4,1,73.75,53.1,1,78.75,68.8,0,0,4,0,5,0,0
c6f61c16-6a84-4c04-af9f-fa9efdd73fc7/287b7c91-fc5b-4d88-a8af-4f1c8fe715b8,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,30.0,40.8,1,30.0,60.9,1,100.0,85.9,1,81.8,101.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,87.5,129.1,1,73.33,129.1,1,85.0,129.2,1,95.0,129.2,0,0,4,0,4,0,0
c6f61c16-6a84-4c04-af9f-fa9efdd73fc7/557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,1,7.0,1-2022,7,5,-1,-1,6,-1,1,70.0,26.9,1,100.0,62.2,1,100.0,85.1,1,100.0,101.7,-1,0.0,-1.0,-1,0.0,-1.0,2,78.68,1,90.0,128.9,1,85.0,129.0,1,88.33,129.0,1,72.5,129.0,0,0,6,0,4,0,0
c6f61c16-6a84-4c04-af9f-fa9efdd73fc7/5d807a56-e60b-43ca-9261-8987b7709fb6,1,7.0,1-2022,-1,5,7,-1,7,-1,1,100.0,39.1,1,100.0,60.8,1,93.3,85.9,1,100.0,101.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,53.33,113.8,4,70.0,130.2,1,90.0,116.1,1,95.0,116.1,0,0,4,0,7,0,0
c6f61c16-6a84-4c04-af9f-fa9efdd73fc7/6a8702fc-5133-4486-8a89-1fc113c6d38f,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,100.0,40.8,1,100.0,62.2,1,72.7,85.9,1,88.9,101.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,85.0,129.9,4,70.0,129.9,4,85.0,129.9,4,80.0,129.9,0,0,4,0,16,0,0
c6f61c16-6a84-4c04-af9f-fa9efdd73fc7/a5203855-08da-4f17-8931-48115e78b1c9,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,75.0,0.0,1,100.0,0.0,1,83.35,0.0,1,80.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,87.5,0.0,1,83.33,0.0,1,87.5,0.0,1,90.0,0.0,0,0,4,0,4,0,0
c7130f67-095a-485a-8e87-4835deaaa0e8/315d9355-3583-4e8a-8a25-6677140a11d7,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,100.0,9.9,1,100.0,9.9,1,100.0,10.0,1,90.0,10.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,90.0,18.0,1,90.0,37.2,1,60.0,37.2,1,50.0,38.0,0,0,4,0,0,0,4
c7130f67-095a-485a-8e87-4835deaaa0e8/689484fc-8bad-47f0-9940-9d8c229c723f,1,8.0,1-2022,-1,6,-1,-1,9,-1,1,100.0,32.0,1,90.0,32.0,1,100.0,32.0,1,100.0,32.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,55.1,1,90.0,82.9,1,100.0,104.3,1,80.0,131.0,0,0,4,0,0,0,4
c7130f67-095a-485a-8e87-4835deaaa0e8/82c1edc0-97a9-460e-a0f6-57bae9f3b9f6,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,100.0,36.9,1,91.3,37.0,1,100.0,37.0,1,100.0,37.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,54.1,1,26.0,67.3,1,100.0,67.3,1,60.0,81.8,0,0,4,0,0,0,4
c7130f67-095a-485a-8e87-4835deaaa0e8/dbc3d0fb-7070-4a93-96b3-a380d8d7da57,1,9.0,1-2022,-1,10,-1,-1,8,-1,1,100.0,26.8,1,100.0,26.8,1,100.0,26.8,1,100.0,26.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,51.1,1,50.0,80.1,1,60.0,63.0,1,70.0,87.7,0,0,4,0,0,0,4
c7130f67-095a-485a-8e87-4835deaaa0e8/e14f5a9d-992e-4d5f-b9e2-a0c723b4219b,1,7.0,1-2022,-1,8,-1,-1,6,-1,1,100.0,36.9,1,100.0,36.9,1,100.0,36.9,1,100.0,36.9,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,70.0,54.1,1,50.0,67.3,1,80.0,67.3,1,80.0,83.0,0,0,4,0,0,0,4
c7130f67-095a-485a-8e87-4835deaaa0e8/e873a748-c047-4460-9427-f0e33007ee4c,1,7.0,1-2022,-1,8,-1,5,-1,-1,1,100.0,35.0,1,100.0,35.0,1,100.0,35.0,1,100.0,35.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,0.0,52.1,0,0.0,0.0,0,0.0,0.0,1,50.0,80.9,0,0,4,0,0,0,2
c7b13079-b52a-4b8e-9ffd-3593aa389468/2b274b15-83bb-4629-941e-fdc573af4e0b,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,1.2,1,91.7,17.5,1,100.0,41.4,1,100.0,50.4,-1,0.0,-1.0,-1,0.0,-1.0,3,77.69,1,93.33,24.5,1,83.33,25.9,1,85.0,50.4,1,75.0,50.4,0,0,7,0,4,0,0
c7b13079-b52a-4b8e-9ffd-3593aa389468/8e17e236-6271-41cd-a107-251dcc256e1c,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,45.0,1,100.0,57.5,1,100.0,67.4,1,100.0,86.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,89.17,57.5,1,92.5,57.5,1,97.5,86.2,1,95.0,86.2,0,0,4,0,4,0,0
c7b13079-b52a-4b8e-9ffd-3593aa389468/8e1b9005-7f12-4a92-a450-5a3276ae1986,1,9.0,1-2022,-1,8,-1,-1,10,-1,1,100.0,37.0,1,100.0,45.5,1,100.0,64.3,1,100.0,71.4,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,100.0,44.2,1,90.0,45.6,1,90.83,74.5,1,70.0,75.5,0,0,4,0,4,0,0
c7b13079-b52a-4b8e-9ffd-3593aa389468/a36ef5ea-b206-4682-81bf-17fe74ccd9d2,1,10.0,1-2022,-1,10,-1,-1,10,-1,1,100.0,37.3,1,100.0,47.9,1,100.0,73.4,1,100.0,86.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,94.17,48.0,1,73.33,48.0,1,87.5,86.5,1,90.0,87.4,0,0,4,0,4,0,0
c7b13079-b52a-4b8e-9ffd-3593aa389468/c78af3b4-4574-4a82-8c41-45195ce43384,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,45.4,1,100.0,48.0,1,100.0,73.4,1,100.0,86.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,93.75,46.3,1,80.0,86.4,1,95.0,86.4,1,95.0,86.4,0,0,4,0,4,0,0
c7b13079-b52a-4b8e-9ffd-3593aa389468/d2acaf58-1dcd-4f92-8104-8d3b363cb3b9,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,27.3,1,100.0,39.0,1,100.0,50.9,1,100.0,56.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,49.0,1,100.0,49.0,1,95.0,53.2,1,78.33,57.4,0,0,4,0,4,0,0
c8325cfc-89e9-44e7-b795-ff06ae02b8df/39efca1f-50cc-4094-b2fd-ec6171fe5d3d,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,68.75,33.3,1,73.3,38.0,0,0.0,0.0,1,100.0,77.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,55.83,38.0,1,60.0,38.0,1,50.83,78.1,0,0.0,0.0,0,0,3,0,3,0,0
c8325cfc-89e9-44e7-b795-ff06ae02b8df/5f1d7a9f-662b-4941-9c5f-604dcba13f4c,1,7.0,1-2022,-1,7,-1,-1,6,62,1,73.3,39.3,1,75.0,41.8,0,0.0,0.0,1,66.7,76.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,45.0,39.7,1,50.0,76.7,1,33.33,76.8,1,65.0,77.8,0,0,3,0,5,0,0
c8325cfc-89e9-44e7-b795-ff06ae02b8df/75a68c90-2d96-4a07-8d5a-a8baf6929ac3,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,100.0,45.9,1,100.0,50.8,1,100.0,50.8,1,100.0,50.8,-1,0.0,-1.0,-1,0.0,-1.0,1,96.25,1,90.0,78.8,1,86.67,78.9,1,71.67,86.1,1,88.33,86.1,0,0,5,0,4,0,0
c8325cfc-89e9-44e7-b795-ff06ae02b8df/8d43d641-67d2-4d2d-9243-0f0aa4882066,1,6.0,1-2022,6,6,-1,-1,4,-1,1,100.0,45.1,1,100.0,49.3,1,100.0,50.0,1,100.0,50.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,62.08,49.0,1,97.08,50.1,1,70.0,83.4,1,85.0,85.4,0,0,4,0,4,0,0
c8325cfc-89e9-44e7-b795-ff06ae02b8df/9abffbe4-04d0-4d0a-84cd-e2353a3e86ac,1,8.0,1-2022,8,4,-1,-1,6,-1,1,91.7,45.9,1,100.0,50.8,1,100.0,50.8,1,100.0,50.8,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,90.0,50.9,1,75.0,85.8,1,80.0,85.8,1,80.0,85.8,0,0,4,0,4,0,0
c8325cfc-89e9-44e7-b795-ff06ae02b8df/b8d13382-407a-4b78-982e-f08ec5d1a739,1,7.0,1-2022,-1,7,-1,-1,6,62,1,87.0,41.8,1,66.7,43.0,0,0.0,0.0,1,69.2,67.7,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,53.33,68.7,1,67.5,78.7,1,74.17,78.7,0,0.0,0.0,0,0,3,0,4,0,0
c9f15060-d3e4-419b-9a16-dadeee19a145/0582a29c-06d8-49ec-bcf6-f9b07e922e6a,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,71.4,42.0,1,100.0,49.8,1,100.0,49.8,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,49.9,1,95.0,49.9,1,95.0,77.2,-1,0.0,-1.0,0,0,3,0,3,0,0
c9f15060-d3e4-419b-9a16-dadeee19a145/3954d8f6-5555-4142-80e8-21822abe8348,1,9.0,1-2022,-1,4,10,-1,8,-1,1,100.0,38.3,1,100.0,38.3,1,100.0,38.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,51.1,1,82.5,51.2,1,80.0,87.5,-1,0.0,-1.0,1,0,3,0,2,0,0
c9f15060-d3e4-419b-9a16-dadeee19a145/6f388524-2be9-4a96-98a8-87c5990b81e2,1,10.0,1-2022,-1,10,-1,-1,10,-1,1,100.0,39.1,1,100.0,39.1,1,100.0,39.1,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,51.0,1,90.0,51.1,1,100.0,51.1,0,0.0,0.0,0,0,3,0,3,0,0
c9f15060-d3e4-419b-9a16-dadeee19a145/6ff9e773-7e91-42e9-8f52-50f324b856ac,1,9.0,1-2022,-1,8,-1,-1,9,-1,1,100.0,37.3,1,100.0,38.4,1,100.0,38.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,76.2,1,100.0,76.4,1,100.0,76.4,-1,0.0,-1.0,0,0,3,0,3,0,0
c9f15060-d3e4-419b-9a16-dadeee19a145/ebeba7f0-c4f7-490c-a75f-66a2c0982273,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,38.1,1,100.0,38.7,1,100.0,38.7,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,75.2,1,75.0,76.8,1,85.0,76.9,0,0.0,0.0,0,0,3,0,3,0,0
ca308eb4-5627-4923-b622-69329ecd85ad/01ef15c9-2c82-455d-b5a7-94195b5f3f34,1,7.0,1-2022,7,3,-1,-1,6,-1,0,0.0,0.0,1,86.0,29.4,1,91.0,42.1,1,96.0,57.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,72.5,29.4,1,66.67,29.5,1,50.83,57.1,1,90.0,57.0,0,0,0,0,4,0,3
ca308eb4-5627-4923-b622-69329ecd85ad/237e4220-7417-4786-8200-7746682b4c84,1,7.0,1-2022,-1,4,7,-1,7,-1,1,81.8,45.4,1,100.0,49.9,1,100.0,59.9,1,100.0,59.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.0,49.9,1,45.0,81.1,1,90.0,81.1,1,95.0,81.1,0,0,4,0,4,0,0
ca308eb4-5627-4923-b622-69329ecd85ad/7ecb5998-7ebd-426b-9b12-9711d890443b,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,100.0,45.4,1,100.0,59.9,1,100.0,59.9,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,69.17,89.4,0,0.0,0.0,4,82.5,89.2,4,87.5,89.2,0,0,3,0,12,0,0
ca308eb4-5627-4923-b622-69329ecd85ad/a392a933-47d6-430b-9ab0-0702ff9ea7bd,1,7.0,1-2022,-1,7,-1,6,4,81,1,100.0,27.1,1,100.0,51.1,1,100.0,63.8,1,100.0,78.7,-1,0.0,-1.0,-1,0.0,-1.0,2,87.5,1,85.83,47.7,1,85.0,47.6,1,55.83,74.7,1,80.0,78.7,0,0,4,0,6,0,1
ca308eb4-5627-4923-b622-69329ecd85ad/c78af3b4-4574-4a82-8c41-45195ce43384,1,5.0,1-2022,5,-1,-1,-1,6,-1,1,100.0,45.4,1,100.0,59.9,1,100.0,59.9,1,100.0,81.2,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,4,86.25,89.4,4,73.33,89.1,4,90.0,89.0,4,95.0,89.1,0,0,4,0,16,0,0
ca3e0d24-4417-431d-afae-3ad3f33f3526/ed140cf4-1e53-47d1-bfbb-0f4ffec3669f,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,72.2,31.4,1,100.0,37.4,1,91.65,61.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,86.67,37.4,1,73.42,44.4,1,80.0,72.4,0,0.0,0.0,0,0,3,0,3,0,0
ca3e0d24-4417-431d-afae-3ad3f33f3526/f9a07b86-f66c-461d-b919-cc7a48f41402,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,100.0,20.5,1,80.0,34.1,1,100.0,52.4,1,100.0,59.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,64.58,33.4,1,71.67,33.4,1,51.67,62.5,4,50.83,67.5,11,0,0,0,0,0,0
ca46199c-57b3-48b5-b5a9-a1727ea67fed/1c0b16df-7c70-4865-8365-53e22d133dd2,1,6.0,1-2022,-1,5,-1,-1,7,-1,1,100.0,44.4,1,100.0,60.4,1,100.0,73.4,1,84.6,84.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,17.5,1,67.0,68.5,1,85.0,68.5,0,0.0,0.0,0,0,4,0,0,0,3
ca46199c-57b3-48b5-b5a9-a1727ea67fed/2dd2ca01-a672-4eca-aca7-6fbc8cd01953,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,100.0,42.9,1,100.0,52.2,1,100.0,65.1,1,100.0,70.9,1,100.0,75.1,1,100.0,75.1,0,0.0,1,75.0,74.1,1,81.25,74.2,1,100.0,0.0,1,100.0,0.0,0,0,4,0,6,0,0
ca46199c-57b3-48b5-b5a9-a1727ea67fed/466f49c3-d2d0-4d14-aca3-9acf7ae71f5f,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,100.0,44.2,1,100.0,59.2,1,100.0,94.1,1,100.0,122.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,60.0,81.3,0,0.0,0.0,1,100.0,130.3,0,0,4,0,0,0,2
ca46199c-57b3-48b5-b5a9-a1727ea67fed/95d2f1cb-05bf-4915-934a-090799f791bd,1,7.0,1-2022,-1,6,-1,-1,7,-1,1,100.0,14.1,1,100.0,32.4,1,100.0,45.3,1,100.0,41.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,25.1,2,80.0,40.4,2,70.0,40.4,1,80.0,54.4,0,0,4,0,0,0,6
ca46199c-57b3-48b5-b5a9-a1727ea67fed/cefd6106-8441-4315-bbc5-e12ddd812a40,1,7.0,1-2022,-1,6,-1,-1,8,-1,1,100.0,44.9,1,100.0,59.2,1,100.0,94.1,1,100.0,122.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,62.0,53.3,0,0.0,0.0,1,65.0,102.3,1,73.0,130.3,0,0,4,0,0,0,3
ca46199c-57b3-48b5-b5a9-a1727ea67fed/d17e238c-c4c6-40d7-8085-801268d6d723,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,100.0,44.5,1,100.0,60.5,1,100.0,73.4,1,100.0,84.1,1,77.5,83.2,1,97.5,84.1,-1,0.0,1,95.0,79.1,1,85.0,83.2,1,87.5,0.0,1,82.5,0.0,0,0,4,0,6,0,0
caaadb7e-fe51-43d6-a2f7-0a221a344bd3/02dba1b0-0745-4067-acb4-7dd81ecd7e25,0,4.0,1-2022,-1,5,-1,5,3,-1,1,87.5,33.1,1,100.0,59.9,1,100.0,81.7,1,82.6,106.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,126.9,1,70.0,127.0,1,70.0,122.0,1,80.0,122.0,0,0,4,0,4,0,0
caaadb7e-fe51-43d6-a2f7-0a221a344bd3/19472faf-c679-4208-8356-f2c1e950ed06,1,8.0,1-2022,-1,5,8,-1,7,-1,1,81.8,32.2,1,91.3,57.1,1,80.0,85.1,1,70.8,106.1,-1,0.0,-1.0,-1,0.0,-1.0,8,78.65,1,70.0,113.9,1,67.5,126.1,1,70.0,117.7,1,80.0,117.7,0,0,4,0,8,0,4
caaadb7e-fe51-43d6-a2f7-0a221a344bd3/557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,90.0,30.8,1,87.5,50.0,1,100.0,81.7,1,100.0,106.1,-1,0.0,-1.0,-1,0.0,-1.0,3,83.47,1,85.0,67.2,1,81.67,67.2,1,85.0,116.2,1,93.33,116.2,0,0,7,0,4,0,0
caaadb7e-fe51-43d6-a2f7-0a221a344bd3/5e1c567f-677f-47e5-934a-31729c8ebf12,1,8.0,1-2022,-1,7,-1,-1,9,-1,1,100.0,37.0,1,100.0,60.0,1,100.0,81.7,1,100.0,106.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,68.2,1,75.0,79.7,1,95.0,118.2,1,85.0,118.2,0,0,4,0,4,0,0
caaadb7e-fe51-43d6-a2f7-0a221a344bd3/6217adea-7602-4b2f-87d0-9801be9548a1,1,9.0,1-2022,-1,8,-1,9,6,-1,1,80.0,32.2,1,100.0,57.1,1,88.5,85.1,1,80.8,106.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,79.7,1,85.0,112.9,1,90.0,119.5,1,85.0,119.5,0,0,4,0,4,0,0
caaadb7e-fe51-43d6-a2f7-0a221a344bd3/a5203855-08da-4f17-8931-48115e78b1c9,1,8.0,1-2022,-1,6,8,-1,8,62,1,80.0,0.0,1,100.0,0.0,1,100.0,0.0,1,100.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,81.25,0.0,1,65.0,0.0,1,82.5,0.0,1,85.0,0.0,0,0,4,0,5,0,0
caab837b-11cd-4a66-91eb-5db8b19aad50/2dd2ca01-a672-4eca-aca7-6fbc8cd01953,1,7.0,1-2022,-1,6,-1,-1,8,-1,1,81.8,25.9,1,83.3,40.8,1,80.0,60.9,1,81.8,69.0,1,90.0,61.0,1,80.0,69.9,0,0.0,1,87.5,26.0,1,77.5,46.6,1,100.0,0.0,1,90.0,0.0,0,0,4,0,6,0,0
caab837b-11cd-4a66-91eb-5db8b19aad50/8b2677ef-022b-4c7c-9d4e-afca3d7b51b9,1,8.0,1-2022,-1,4,8,-1,8,-1,1,100.0,12.3,1,100.0,27.0,1,90.0,46.2,1,100.0,54.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,13.3,1,100.0,36.7,0,0.0,0.0,1,100.0,54.0,0,0,4,0,0,0,3
caab837b-11cd-4a66-91eb-5db8b19aad50/8d43d641-67d2-4d2d-9243-0f0aa4882066,1,6.0,1-2022,-1,6,-1,-1,5,-1,1,100.0,46.4,1,18.2,57.3,1,100.0,73.2,1,87.5,82.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,52.3,1,100.0,68.5,1,73.33,82.1,1,98.75,82.3,0,0,4,0,4,0,0
caab837b-11cd-4a66-91eb-5db8b19aad50/95d2f1cb-05bf-4915-934a-090799f791bd,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,15.4,1,100.0,21.1,1,87.5,44.1,1,77.8,47.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,19.1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,4,0,0,0,1
caab837b-11cd-4a66-91eb-5db8b19aad50/a8c25bca-c5e5-4225-b51e-f61468d20386,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,100.0,47.2,1,100.0,57.0,1,100.0,72.0,1,100.0,79.9,1,90.0,78.0,1,83.33,80.0,0,0.0,1,77.5,55.0,1,88.33,65.0,1,90.0,78.0,1,90.0,84.0,0,0,4,0,6,0,0
caab837b-11cd-4a66-91eb-5db8b19aad50/d17e238c-c4c6-40d7-8085-801268d6d723,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,75.0,46.2,1,78.3,54.9,1,73.1,69.6,1,73.9,74.6,1,75.0,74.5,1,37.5,79.1,-1,0.0,1,85.0,49.6,1,85.0,63.6,1,90.0,0.0,1,77.5,0.0,0,0,4,0,6,0,0
cb71385e-66fb-40bb-8004-11817365cf09/2b274b15-83bb-4629-941e-fdc573af4e0b,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,70.0,7.5,1,100.0,25.9,1,90.0,36.3,1,100.0,50.1,-1,0.0,-1.0,-1,0.0,-1.0,5,78.86,1,80.0,36.8,1,83.33,36.8,1,72.5,39.2,1,82.5,50.1,0,0,7,0,5,0,1
cb71385e-66fb-40bb-8004-11817365cf09/3735b857-c655-4726-a095-064c777ec217,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,78.6,44.7,1,100.0,50.0,1,100.0,63.1,1,100.0,73.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,61.0,1,80.0,61.0,1,77.5,72.1,1,77.5,73.2,0,0,4,0,4,0,0
cb71385e-66fb-40bb-8004-11817365cf09/c34374c5-f9eb-4535-b5cb-82fa62062aec,1,6.0,1-2022,6,4,-1,-1,5,-1,1,100.0,41.1,1,100.0,52.0,1,100.0,66.0,1,100.0,80.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,60.2,1,82.5,77.7,1,70.83,69.1,1,71.67,80.1,0,0,0,0,4,0,4
cbd558c3-472f-46e7-b7f7-b995244c3a64/2b274b15-83bb-4629-941e-fdc573af4e0b,1,8.0,1-2022,-1,7,-1,-1,8,100,0,0.0,0.0,1,83.3,22.2,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,3,77.13,1,80.0,21.5,1,93.33,22.2,1,76.67,43.9,0,0.0,0.0,0,0,4,0,4,0,0
cbd558c3-472f-46e7-b7f7-b995244c3a64/3735b857-c655-4726-a095-064c777ec217,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,78.6,43.2,1,100.0,43.5,0,0.0,0.0,1,70.0,77.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,43.6,1,75.0,43.6,1,75.0,77.6,1,67.5,77.9,0,0,3,0,4,0,0
cbd558c3-472f-46e7-b7f7-b995244c3a64/41fc218f-a64e-4633-9efd-62ad28943f04,1,8.0,1-2022,-1,8,-1,7,5,60,1,100.0,35.0,1,50.0,47.9,0,0.0,0.0,1,100.0,80.2,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,76.67,41.1,1,76.67,47.8,1,87.5,80.9,1,83.75,80.9,0,0,3,0,5,0,0
cbd558c3-472f-46e7-b7f7-b995244c3a64/c78af3b4-4574-4a82-8c41-45195ce43384,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,100.0,46.5,0,0.0,0.0,1,100.0,74.6,1,80.0,84.8,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,80.0,56.8,1,76.67,56.8,1,85.0,84.8,1,87.5,84.8,0,0,3,0,4,0,0
