,materia_aprobada,nota_final_materia,periodo,integrador,primer_parcial,recuperatorio_primer_parcial,recuperatorio_segundo_parcial,segundo_parcial,evaluacion_diagnostica,api1,api1_score,api1_time_to_submit[days],api2,api2_score,api2_time_to_submit[days],api3,api3_score,api3_time_to_submit[days],api4,api4_score,api4_time_to_submit[days],ed3,ed3_score,ed3_time_to_submit[days],ed4,ed4_score,ed4_time_to_submit[days],otros_trabajos,otros_trabajos_score,tp1,tp1_score,tp1_time_to_submit[days],tp2,tp2_score,tp2_time_to_submit[days],tp3,tp3_score,tp3_time_to_submit[days],tp4,tp4_score,tp4_time_to_submit[days],basic_lti_launch_submits,discussion_topic_submits,external_tool_submits,media_recording_submits,online_quiz_submits,online_text_entry_submits,online_upload_submits
39c200a7-a241-4876-89b5-eb7b7715dcda/121078e1-9518-4fa3-b556-541514349eb0,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,100.0,27.4,1,100.0,27.5,1,100.0,27.5,1,0.0,27.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,96.67,37.4,1,84.17,38.5,1,100.0,52.4,1,90.0,54.4,0,0,4,0,4,0,0
39c200a7-a241-4876-89b5-eb7b7715dcda/2a867880-8ae8-4b38-b296-64beb70f0ffb,1,7.0,1-2022,-1,6,-1,-1,8,-1,1,79.2,33.5,1,100.0,37.4,1,100.0,37.4,1,0.0,37.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,86.67,42.4,1,91.67,45.5,1,90.0,82.5,1,5.0,68.1,0,0,4,0,4,0,0
39c200a7-a241-4876-89b5-eb7b7715dcda/5c748576-a1aa-4601-9530-6943bc3a4b9e,1,7.0,1-2022,-1,7,-1,6,4,-1,1,100.0,6.1,1,100.0,25.1,1,0.0,27.7,1,100.0,27.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,34.1,1,85.0,35.8,1,100.0,60.2,1,100.0,62.7,0,0,4,0,4,0,0
39c200a7-a241-4876-89b5-eb7b7715dcda/fe9fd152-10fd-4a7b-aadf-66219fbae0f1,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,100.0,45.5,1,100.0,46.4,1,0.0,46.4,1,100.0,46.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,82.4,1,5.0,57.1,1,90.0,82.4,1,78.33,82.4,0,0,4,0,4,0,0
3a3b2868-d2ab-4ad2-b152-1f5bb90829b5/6311e82b-38bd-4c75-ada7-073d8880d795,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,86.7,36.2,1,100.0,43.9,1,100.0,43.9,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,81.67,90.2,4,80.0,90.2,0,0.0,0.0,4,90.0,90.2,0,0,3,0,12,0,0
3a3b2868-d2ab-4ad2-b152-1f5bb90829b5/6bf1fd28-799b-462c-b520-cd97c7784065,1,10.0,1-2022,-1,10,-1,-1,10,-1,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,69.7,1,85.0,71.0,1,85.0,73.7,0,0.0,0.0,0,0,0,0,3,0,0
3a3b2868-d2ab-4ad2-b152-1f5bb90829b5/7ecb5998-7ebd-426b-9b12-9711d890443b,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,100.0,35.5,1,100.0,43.1,1,100.0,43.1,1,100.0,43.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,4,95.0,89.3,4,100.0,89.3,0,0.0,0.0,1,92.5,88.5,0,0,4,0,9,0,0
3a3b2868-d2ab-4ad2-b152-1f5bb90829b5/a41d3e0d-f029-4aad-aa0b-1aa89a8994a2,1,8.0,1-2022,-1,9,-1,-1,6,-1,1,100.0,35.5,1,100.0,43.1,1,100.0,35.5,1,75.0,43.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,50.0,51.0,1,69.17,65.0,4,70.0,89.6,4,69.17,89.4,8,0,4,0,2,0,0
3a3b2868-d2ab-4ad2-b152-1f5bb90829b5/ac0e193f-48c6-429a-979a-1e4d7bf9565b,1,7.0,1-2022,-1,7,-1,-1,7,-1,1,100.0,43.0,1,95.0,43.0,1,100.0,43.0,1,100.0,43.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,4,80.0,89.3,4,95.0,89.3,0,0.0,0.0,4,85.0,89.3,0,0,4,0,12,0,0
3a466e81-8565-4e14-b7e4-dc02d068b73e/466efda2-9d0c-45ab-a3cd-e7a9e1f6fb3e,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,88.2,33.2,1,85.7,37.1,1,88.2,68.5,1,100.0,69.5,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,33.2,1,90.0,37.1,1,96.67,68.5,1,95.0,69.5,0,0,4,0,4,0,0
3a466e81-8565-4e14-b7e4-dc02d068b73e/89ff161c-07ca-4ad8-859e-85c6f3cfa845,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,100.0,21.0,1,90.0,31.1,1,90.0,56.3,1,100.0,58.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,21.0,1,70.0,31.1,1,90.0,56.3,1,80.0,58.9,8,0,0,0,0,0,0
3a466e81-8565-4e14-b7e4-dc02d068b73e/afc1424f-2a99-4f28-8e05-f524610297b6,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,29.1,1,100.0,38.5,1,65.0,62.2,1,55.0,71.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,28.2,1,75.0,42.3,1,85.0,63.3,1,90.0,70.4,0,0,0,0,4,0,4
3a66f17f-8eb4-4a66-bade-6cf4d11c5a3c/12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,0,3.0,1-2022,-1,4,-1,-1,4,-1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,70.0,82.4,1,100.0,82.5,0,0.0,1,80.42,82.3,1,72.92,82.4,0,0.0,0.0,0,0.0,0.0,0,0,0,0,4,0,0
3a66f17f-8eb4-4a66-bade-6cf4d11c5a3c/69be47e6-d043-4148-8ca0-032d804dc2fa,0,3.0,1-2022,3,5,-1,-1,4,-1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,90.0,86.6,0,0.0,0.0,-1,0.0,1,85.0,86.6,1,77.5,86.6,4,80.0,0.0,0,0.0,0.0,0,0,0,0,7,0,0
3a66f17f-8eb4-4a66-bade-6cf4d11c5a3c/9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d,0,4.0,1-2022,0,5,-1,-1,3,-1,1,66.7,28.0,1,30.8,49.8,1,100.0,94.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,53.2,1,100.0,81.2,0,0.0,0.0,1,100.0,130.1,0,0,3,0,0,0,3
3a66f17f-8eb4-4a66-bade-6cf4d11c5a3c/b55dee5f-c905-4d8c-8a2e-b4d72fdd0169,1,6.0,1-2022,-1,5,-1,-1,7,-1,0,0.0,0.0,1,81.8,50.2,1,100.0,65.2,1,80.0,79.2,1,60.0,79.3,1,70.0,86.3,1,0.0,1,73.33,66.3,1,91.67,66.4,1,70.0,0.0,1,45.0,0.0,0,1,3,0,6,0,0
3a66f17f-8eb4-4a66-bade-6cf4d11c5a3c/bbb2980c-79aa-4df3-9f8d-9ea8b1198112,0,3.0,1-2022,4,4,-1,-1,4,-1,0,0.0,0.0,1,82.4,29.2,1,33.3,46.0,1,81.8,60.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,2,65.0,40.2,0,0.0,0.0,1,50.0,54.1,0,0,3,0,0,0,3
3ae8fd96-f2b2-4d52-a46a-cf75fef33f51/16225be1-bd06-458f-b563-4c44b679395e,1,6.0,1-2022,-1,4,5,-1,7,-1,1,50.0,46.4,1,100.0,57.0,1,100.0,57.0,1,84.6,81.1,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.0,56.1,1,90.0,78.4,1,65.0,78.4,0,0.0,0.0,0,0,4,0,3,0,0
3ae8fd96-f2b2-4d52-a46a-cf75fef33f51/41e74de3-7787-43cb-890e-082181a265b7,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,24.9,1,100.0,52.0,1,100.0,61.7,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,95.0,52.0,1,90.0,52.0,1,90.0,61.7,0,0.0,0.0,0,0,3,0,3,0,0
3ae8fd96-f2b2-4d52-a46a-cf75fef33f51/5c748576-a1aa-4601-9530-6943bc3a4b9e,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,32.1,1,100.0,33.2,1,100.0,61.7,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,95.0,32.1,1,80.83,33.2,1,95.0,76.6,0,0.0,0.0,0,0,3,0,3,0,0
3ae8fd96-f2b2-4d52-a46a-cf75fef33f51/6b770d76-1cdf-424d-a03c-f3bc9a89ff44,1,7.0,1-2022,-1,8,-1,-1,6,-1,1,100.0,42.6,1,100.0,42.6,1,91.3,61.7,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,75.0,56.7,1,85.0,56.7,1,77.17,76.6,0,0.0,0.0,0,0,3,0,3,0,0
3ae8fd96-f2b2-4d52-a46a-cf75fef33f51/9b474138-6d32-44d1-a65c-7076c98b7ed6,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,100.0,46.4,1,100.0,57.0,1,100.0,57.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,56.5,1,90.0,57.0,1,90.0,72.5,0,0.0,0.0,0,0,3,0,3,0,0
3ae8fd96-f2b2-4d52-a46a-cf75fef33f51/bb186d37-9048-43f2-8f3d-1dcc8a87c4f3,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,100.0,46.4,1,100.0,57.1,0,0.0,0.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,65.0,62.2,1,89.38,64.0,1,82.5,64.0,0,0.0,0.0,0,0,2,0,3,0,0
3bcadba3-5795-4eac-be5f-c9310568d575/039c36a9-6864-46b5-9924-2984fd9549d0,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,39.5,1,100.0,46.1,1,80.0,70.0,1,100.0,79.2,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,95.0,40.4,1,85.0,48.1,1,90.0,70.3,1,85.42,79.3,0,0,4,0,4,0,0
3bcadba3-5795-4eac-be5f-c9310568d575/2b274b15-83bb-4629-941e-fdc573af4e0b,1,8.0,1-2022,-1,7,-1,-1,8,-1,1,70.0,4.2,1,79.2,4.3,1,100.0,41.4,1,86.7,47.9,-1,0.0,-1.0,-1,0.0,-1.0,2,74.93,1,65.0,4.3,1,66.67,21.2,1,60.83,52.8,1,85.0,52.8,0,0,6,0,4,0,0
3bcadba3-5795-4eac-be5f-c9310568d575/4867e3bf-b2f4-4802-86b3-9da0795dd164,1,8.0,1-2022,-1,8,-1,-1,7,-1,1,83.35,24.6,1,100.0,42.2,1,70.0,63.6,1,100.0,76.7,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,65.0,51.1,1,70.0,51.2,1,72.5,76.7,1,50.0,80.0,0,0,4,0,4,0,0
3bcadba3-5795-4eac-be5f-c9310568d575/c78af3b4-4574-4a82-8c41-45195ce43384,1,8.0,1-2022,-1,6,-1,-1,9,-1,1,70.0,37.4,1,71.9,44.1,1,70.85,71.2,1,100.0,86.3,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,60.0,40.3,1,72.5,48.4,1,82.5,72.4,1,67.5,86.3,0,0,4,0,4,0,0
3c0cc1c4-10d6-4136-b333-b4a040ff113e/2b274b15-83bb-4629-941e-fdc573af4e0b,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,80.0,1.1,1,100.0,1.1,1,100.0,29.9,1,100.0,29.9,-1,0.0,-1.0,-1,0.0,-1.0,3,46.9,1,75.0,15.1,1,77.5,43.4,1,71.67,52.1,1,67.5,52.0,0,0,7,0,4,0,0
3c0cc1c4-10d6-4136-b333-b4a040ff113e/2dfe5582-1e1d-48d0-ae90-aea2b1ebea14,1,6.0,1-2022,6,4,-1,-1,5,-1,1,85.0,17.9,2,100.0,32.1,1,100.0,49.0,0,0.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,81.67,49.0,1,82.92,54.2,1,82.5,46.1,1,78.33,54.2,8,0,0,0,0,0,0
3c0cc1c4-10d6-4136-b333-b4a040ff113e/bdae63a6-3624-41ee-a33f-24aa327a5a58,1,6.0,1-2022,-1,6,-1,-1,5,-1,1,73.7,24.8,1,0.0,25.7,1,78.6,25.7,1,76.9,26.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,85.0,38.9,1,80.0,56.0,1,85.0,59.2,1,85.0,65.7,0,0,4,0,4,0,0
3c0cc1c4-10d6-4136-b333-b4a040ff113e/c78af3b4-4574-4a82-8c41-45195ce43384,1,5.0,1-2022,5,3,-1,-1,4,-1,1,80.0,40.5,1,81.25,40.5,1,100.0,69.3,1,100.0,77.4,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,92.5,88.4,1,77.5,88.4,1,87.5,88.6,1,67.5,88.6,0,0,4,0,4,0,0
3c42f7c2-26c0-4b2f-a461-8a87431fb249/039c36a9-6864-46b5-9924-2984fd9549d0,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,40.3,1,100.0,53.0,1,100.0,69.5,1,100.0,85.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,85.0,69.5,1,90.0,74.4,1,90.0,85.1,1,85.83,85.1,0,0,4,0,4,0,0
3c42f7c2-26c0-4b2f-a461-8a87431fb249/2b274b15-83bb-4629-941e-fdc573af4e0b,1,6.0,1-2022,-1,5,-1,-1,6,-1,1,100.0,18.3,1,50.0,18.3,1,0.0,39.8,1,73.3,54.3,-1,0.0,-1.0,-1,0.0,-1.0,3,73.43,1,75.0,54.4,1,85.0,55.3,1,76.67,54.4,1,92.5,55.3,0,0,7,0,4,0,0
3c42f7c2-26c0-4b2f-a461-8a87431fb249/4867e3bf-b2f4-4802-86b3-9da0795dd164,1,9.0,1-2022,-1,7,-1,-1,10,-1,1,100.0,24.6,1,100.0,42.1,1,100.0,63.6,1,100.0,78.1,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,75.0,52.0,1,65.0,52.1,1,62.5,78.1,1,65.0,78.1,0,0,4,0,4,0,0
3c42f7c2-26c0-4b2f-a461-8a87431fb249/548596f5-e38f-4f16-854a-7ea80b46e1d7,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,100.0,41.0,1,100.0,53.8,1,100.0,72.1,1,100.0,85.8,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,56.67,75.0,1,67.5,75.1,1,72.5,88.8,1,77.0,89.0,0,0,4,0,4,0,0
3ca425c7-8ac0-4806-a4ce-8e86ad113a58/06dd5f32-293c-442e-b602-08107eb61ea8,1,9.0,1-2022,-1,-1,8,-1,9,-1,1,83.35,45.3,1,100.0,60.5,0,0.0,0.0,1,0.0,81.6,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,85.0,54.4,2,80.0,68.6,2,100.0,68.6,0,0.0,0.0,0,0,3,0,0,0,5
3ca425c7-8ac0-4806-a4ce-8e86ad113a58/9fb5bf9b-b5e3-40ef-b69e-8681fa52cb8d,1,9.0,1-2022,-1,10,-1,-1,8,-1,1,100.0,26.1,1,100.0,59.1,1,91.7,91.9,1,72.2,91.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,53.0,1,85.0,81.3,0,0.0,0.0,1,100.0,130.3,0,0,4,0,0,0,3
3ca425c7-8ac0-4806-a4ce-8e86ad113a58/af630619-d048-463a-a62c-5764f36ae1d3,1,8.0,1-2022,-1,7,-1,-1,9,-1,1,100.0,38.0,1,100.0,59.1,1,100.0,88.1,1,0.0,91.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,1,50.0,80.3,1,100.0,101.8,1,80.0,130.0,0,0,4,0,0,0,3
3ca425c7-8ac0-4806-a4ce-8e86ad113a58/e873a748-c047-4460-9427-f0e33007ee4c,1,7.0,1-2022,7,-1,-1,-1,-1,-1,1,100.0,44.0,1,100.0,59.2,0,0.0,0.0,1,100.0,80.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,2,85.0,67.3,2,100.0,67.3,1,94.0,80.9,0,0,3,0,0,0,5
3ca425c7-8ac0-4806-a4ce-8e86ad113a58/fa72c29b-bbfb-4953-b023-5321f95ae41b,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,100.0,46.0,1,100.0,61.2,1,100.0,68.2,1,100.0,82.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,70.0,83.2,0,0,4,0,0,0,1
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82/0034afe6-e996-4c26-b0b9-24dbb9535465,1,8.0,1-2022,-1,9,-1,-1,6,-1,1,95.2,37.2,1,100.0,37.4,1,100.0,37.5,1,92.3,39.6,1,80.0,63.4,1,80.0,63.4,0,0.0,1,76.67,39.6,1,82.5,59.6,1,50.0,0.0,1,66.67,0.0,0,0,4,0,6,0,0
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82/12bb6bfa-8b01-46a8-8cc2-e0e84785fa1e,1,8.0,1-2022,-1,7,-1,-1,9,-1,1,100.0,34.9,1,95.0,37.2,1,0.0,37.2,1,100.0,37.2,1,86.67,71.6,1,80.0,71.6,1,0.0,1,50.0,51.7,1,63.75,63.4,1,80.0,0.0,1,90.0,0.0,0,1,4,0,6,0,0
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82/2b274b15-83bb-4629-941e-fdc573af4e0b,1,8.0,1-2022,8,-1,-1,-1,5,-1,1,100.0,11.4,0,0.0,0.0,1,100.0,33.5,1,0.0,33.5,-1,0.0,-1.0,-1,0.0,-1.0,3,78.56,1,71.67,55.4,1,76.67,56.2,1,79.17,57.1,1,91.67,57.1,0,0,6,0,4,0,0
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82/68005d22-90dc-42f6-b90a-409714481cbc,1,5.0,1-2022,-1,7,-1,5,2,-1,1,100.0,32.3,1,0.0,43.2,1,100.0,64.4,0,0.0,0.0,1,60.0,98.0,1,0.0,94.4,0,0.0,1,90.0,54.3,1,80.0,88.0,1,90.0,0.0,1,30.0,0.0,0,0,3,0,6,0,0
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82/c78af3b4-4574-4a82-8c41-45195ce43384,1,7.0,1-2022,-1,7,-1,-1,6,-1,1,100.0,37.2,1,93.75,37.4,1,100.0,37.5,1,0.0,39.6,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,72.5,71.6,1,65.0,71.6,1,60.0,71.6,1,70.0,71.6,0,0,4,0,4,0,0
3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82/f3632565-3ab8-4b7f-9ced-097ce82eb1c5,1,6.0,1-2022,-1,6,-1,-1,-1,62,1,100.0,33.8,1,100.0,38.0,1,100.0,57.3,1,100.0,81.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,0,0.0,0.0,1,0.0,79.3,0,0.0,0.0,0,0.0,0.0,0,0,4,0,1,0,1
3d956b04-8c75-4161-bffa-a7165e3491da/14d11dfe-01d7-4c8a-8489-59cce7e2d051,1,6.0,1-2022,-1,6,-1,-1,3,-1,1,100.0,31.8,1,100.0,52.2,1,100.0,62.2,1,100.0,71.7,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,74.7,1,95.0,74.7,1,80.0,74.7,1,90.0,76.9,0,0,4,0,4,0,0
3d956b04-8c75-4161-bffa-a7165e3491da/2572df3a-669f-4d98-a28c-15583da58075,1,6.0,1-2022,-1,6,-1,-1,7,-1,1,84.6,42.3,1,100.0,57.9,1,100.0,75.3,1,75.0,76.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,81.3,1,85.0,81.3,1,70.0,81.3,1,60.0,81.4,0,0,4,0,4,0,0
3d956b04-8c75-4161-bffa-a7165e3491da/26759f28-17af-49cd-b1c5-68f01f80bad9,1,8.0,1-2022,-1,7,-1,-1,6,-1,1,100.0,41.5,1,100.0,57.2,1,100.0,74.6,1,100.0,75.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,56.67,88.4,1,80.0,88.4,1,90.0,88.5,1,100.0,88.5,0,0,4,0,4,0,0
3d956b04-8c75-4161-bffa-a7165e3491da/511e3cc1-6403-419d-8df2-8b3437254ba8,0,4.0,1-2022,-1,7,-1,-1,4,-1,1,94.7,42.3,1,90.9,57.9,1,100.0,75.3,1,73.9,76.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,82.92,81.4,1,96.67,83.0,1,95.0,83.0,1,98.75,83.0,0,0,4,0,4,0,0
3d956b04-8c75-4161-bffa-a7165e3491da/5a1b70b3-14ae-40b8-8f86-988e9eb50245,1,6.0,1-2022,-1,4,5,-1,7,-1,1,100.0,42.3,1,100.0,58.0,1,100.0,75.3,1,100.0,76.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,83.0,1,80.0,89.1,1,71.67,89.1,1,72.5,89.1,0,0,4,0,4,0,0
3d956b04-8c75-4161-bffa-a7165e3491da/af87d2d8-5814-4dba-9c8c-cd6f733c16a9,1,8.0,1-2022,-1,8,-1,-1,8,-1,1,88.9,31.8,2,100.0,52.2,1,100.0,62.2,1,100.0,62.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,78.33,71.7,1,77.08,71.7,1,75.0,71.7,1,56.67,77.9,0,0,5,0,4,0,0
3d956b04-8c75-4161-bffa-a7165e3491da/b93c1009-5190-4a27-9b58-78eb85a32813,1,6.0,1-2022,-1,5,-1,-1,7,-1,1,85.7,33.9,1,100.0,52.2,1,100.0,65.6,1,83.3,71.6,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,76.7,1,72.5,76.8,1,75.0,76.8,1,47.5,76.8,0,0,4,0,4,0,0
3d9a24d8-787d-46a1-a594-5bec5ed54f34/287b7c91-fc5b-4d88-a8af-4f1c8fe715b8,1,9.0,1-2022,-1,9,-1,9,6,-1,1,100.0,38.0,1,100.0,50.0,1,100.0,85.0,1,100.0,101.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,70.1,1,90.0,70.1,1,100.0,120.6,1,95.0,120.6,0,0,4,0,4,0,0
3d9a24d8-787d-46a1-a594-5bec5ed54f34/557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,100.0,27.8,1,100.0,52.0,1,100.0,84.7,1,100.0,101.0,-1,0.0,-1.0,-1,0.0,-1.0,3,70.97,1,80.0,76.1,1,86.67,76.1,1,87.5,118.7,1,83.33,118.0,0,0,7,0,4,0,0
3d9a24d8-787d-46a1-a594-5bec5ed54f34/5d807a56-e60b-43ca-9261-8987b7709fb6,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,86.7,35.1,1,100.0,42.0,1,100.0,77.8,1,100.0,101.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,73.33,64.0,1,85.0,42.1,1,80.0,119.8,1,90.0,119.2,0,0,4,0,4,0,0
3d9a24d8-787d-46a1-a594-5bec5ed54f34/6a8702fc-5133-4486-8a89-1fc113c6d38f,1,9.0,1-2022,-1,9,-1,-1,8,-1,1,72.7,32.1,1,100.0,54.7,1,100.0,79.0,1,100.0,101.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,85.0,68.8,1,95.0,68.7,1,95.0,124.8,1,100.0,124.8,0,0,4,0,4,0,0
3d9a24d8-787d-46a1-a594-5bec5ed54f34/a5203855-08da-4f17-8931-48115e78b1c9,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,80.0,0.0,1,100.0,0.0,1,100.0,0.0,1,100.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,0,0.0,1,72.5,0.0,1,88.33,0.0,1,85.0,0.0,1,80.0,0.0,0,0,4,0,4,0,0
3d9a24d8-787d-46a1-a594-5bec5ed54f34/e056dd03-6469-487b-8482-22bd71013e9e,1,10.0,1-2022,-1,9,-1,-1,10,-1,1,91.3,39.9,1,100.0,59.0,1,100.0,83.0,1,100.0,95.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,78.33,69.8,1,90.83,69.5,1,82.5,118.6,1,82.5,118.7,0,0,4,0,4,0,0
3e783077-d1d3-4d86-a312-64de99e07197/027ca3cb-fb04-4e04-aab5-15c797c7cad1,1,7.0,1-2022,-1,5,-1,-1,8,-1,1,100.0,36.9,1,100.0,45.5,1,100.0,65.3,1,100.0,65.3,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,80.0,46.2,1,75.83,45.6,1,85.0,65.3,-1,0.0,-1.0,0,0,4,0,3,0,0
3e783077-d1d3-4d86-a312-64de99e07197/64246bdf-6acc-43bb-a8f6-4e8e99e07df5,1,6.0,1-2022,-1,6,-1,-1,5,-1,1,100.0,23.3,1,80.0,34.4,1,80.0,51.4,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,76.25,40.1,1,53.75,40.1,1,57.08,60.3,-1,0.0,-1.0,6,0,0,0,0,0,0
3e783077-d1d3-4d86-a312-64de99e07197/75311b09-5bd5-4a55-8d35-42580ec5b7fd,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,90.0,44.4,1,100.0,48.2,1,100.0,55.9,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,70.0,46.6,1,73.33,48.2,1,88.33,63.2,1,95.0,63.2,0,0,3,0,4,0,0
3e783077-d1d3-4d86-a312-64de99e07197/b5e03f37-63a4-493e-9308-8a3d0d506dcb,1,6.0,1-2022,-1,6,-1,-1,6,-1,1,100.0,23.3,1,100.0,34.4,1,100.0,42.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,73.33,33.2,1,60.0,40.1,1,75.0,42.2,-1,0.0,-1.0,6,0,0,0,0,0,0
4024939c-a98c-4b1f-81c5-c729d8a4d4a3/41ab71ad-77c3-4c18-ad95-09d9a80ed9d7,1,9.0,1-2022,-1,9,-1,-1,9,-1,1,90.0,43.8,1,100.0,66.2,1,100.0,87.2,1,90.0,108.2,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,90.0,117.8,0,0.0,0.0,1,66.25,119.1,1,92.5,117.8,0,0,0,0,3,0,4
4024939c-a98c-4b1f-81c5-c729d8a4d4a3/6a02a536-0759-475e-bc93-e62e14d4e6b5,0,4.0,1-2022,-1,6,-1,-1,8,-1,1,100.0,0.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,-1.0,-1,0.0,1,100.0,0.0,1,100.0,0.0,1,97.5,0.0,0,0.0,0.0,4,0,0,0,0,0,0
